name,english,lon,lat,lines,line_count,total_flow,am_peak_flow,pm_peak_flow,peak_time,peak_flow,degree,betweenness,closeness,pagerank,avg_neighbor_distance,lines_joined
云山路,YunShan Lu,121.571153,31.250969,"['14号线', '6号线']",2,21114.0,7334.0,6190.0,08:05,382.0,4,0.04912888033653282,0.0768801191362621,0.003640027247763355,1.318552407429943,14号线;6号线
云锦路,YunJin Lu,121.458519,31.166488,['11号线'],1,7376.0,2749.0,2254.0,08:50,206.0,2,0.06646155867612377,0.08572021585720216,0.0018490386513851853,0.8142806572623507,11号线
云顺路,YunShun Lu,121.600336,31.237064,['14号线'],1,,,,,,2,0.014457321516725827,0.0695403266543189,0.0023472698060136247,1.2361809136421997,14号线
五洲大道,WuZhou DaDao,121.589212,31.302569,['6号线'],1,6304.0,1958.0,1457.0,07:10,107.0,2,0.025284473538508757,0.05714681057146811,0.0022930455859356924,1.198305298709292,6号线
五莲路,WuLian Lu,121.587866,31.272025,['6号线'],1,18628.0,5536.0,5600.0,08:10,272.0,2,0.03157711772948878,0.06499842618822789,0.0021313967924909217,0.9581550732087016,6号线
五角场,WuJiaoChang,121.514632,31.298043,['10号线'],1,31272.0,8388.0,9388.0,08:30,505.0,2,0.04022012224418475,0.06882186302282953,0.0021309495787408964,0.8874091159633054,10号线
交通大学,JiaoTong DaXue,121.435253,31.202213,"['10号线', '11号线']",2,43959.0,14679.0,12997.0,08:40,707.0,4,0.09707035255320695,0.09566828816307621,0.002850811011983483,1.3429857304537771,10号线;11号线
人民广场,RenMin GuangChang,121.475108,31.232687,"['1号线', '2号线', '8号线']",3,208145.0,53793.0,59316.0,08:45,1948.0,6,0.10237071736123468,0.098286530223703,0.003848875273938641,1.0502985442827892,1号线;2号线;8号线
伊犁路,YiLi Lu,121.403899,31.19888,['10号线'],1,32124.0,12042.0,10293.0,08:35,814.0,2,0.01945985225757656,0.07991486068111456,0.002102644191182179,0.9648094781567724,10号线
佘山,SheShan,121.229686,31.104097,['9号线'],1,45179.0,16587.0,12362.0,07:50,1036.0,2,0.028703072474670303,0.0674505961130165,0.002344261102936115,2.745115191650963,9号线
元江路,YuanJiang Lu,121.431901,31.062815,['15号线'],1,,,,,,2,0.00966172218434848,0.06003779619130688,0.0025980161153346805,2.6545873594015155,15号线
兆丰路,ZhaoFeng Lu,121.150315,31.289048,['11号线'],1,12726.0,4122.0,3465.0,07:40,219.0,2,0.00966172218434848,0.03938209211404596,0.0026175766487443316,2.1788536873776376,11号线
光明路,GuangMing Lu,121.117186,31.29621,['11号线'],1,7236.0,2206.0,1889.0,07:35,131.0,2,0.004842615012106538,0.03790033954299348,0.002793730665806963,2.2473361385957715,11号线
共富新村,GongFu XinCun,121.434063,31.355082,['1号线'],1,43459.0,15483.0,12148.0,07:55,763.0,2,0.014457321516725827,0.051605647882044234,0.002531025486203136,1.6908335188864556,1号线
共康路,GongKang Lu,121.447063,31.318936,['1号线'],1,44975.0,15117.0,13075.0,18:50,761.0,2,0.028703072474670303,0.060815785598586365,0.0024120121110616016,1.4165452031386483,1号线
凌兆新村,LingZhao XinCun,121.489663,31.141301,['8号线'],1,12041.0,4118.0,3341.0,07:55,211.0,2,0.04736829732715861,0.07450838895904745,0.0020973451449140678,2.1070938518507822,8号线
凌空路,LingKong Lu,121.724095,31.192861,['2号线'],1,5860.0,2150.0,1489.0,08:00,145.0,2,0.008701052229367259,0.06914448350912439,0.0023276704920347367,2.8050544203991894,2号线
刘行,LiuHang,121.362376,31.357586,['7号线'],1,15753.0,5768.0,3911.0,07:40,360.0,2,0.014457321516725827,0.04869708760759344,0.002386271069687904,1.3614948834411207,7号线
创新中路,ChuangXin ZhongLu,121.673713,31.213871,['2号线'],1,3267.0,1122.0,883.0,07:45,71.0,2,0.0016219516766459252,0.062208163880102425,0.0023652844708414037,1.8512428298687993,2号线
剑川路,JianChuan Lu,121.416582,31.026483,['5号线'],1,13211.0,4488.0,3728.0,07:30,280.0,2,0.06112038364794659,0.05004240882103478,0.002310520940227317,1.5684710469890975,5号线
北中路,BeiZhong Lu,121.561355,31.182762,['18号线'],1,,,,,,2,0.000388662952427968,0.07770460959548448,0.0019515528714906295,1.2739052139573892,18号线
北新泾,BeiXinJing,121.373998,31.216395,['2号线'],1,37904.0,12844.0,10422.0,08:55,632.0,2,0.07358056343056577,0.08324934489014311,0.0020781540971788258,1.332553691292067,2号线
北桥,BeiQiao,121.410054,31.045112,['5号线'],1,18001.0,6432.0,4914.0,07:20,321.0,2,0.0656573967418134,0.052497775517986525,0.0023520417632212328,2.3599426228357068,5号线
北洋泾路,BeiYangJing Lu,121.552314,31.239145,['6号线'],1,13339.0,4176.0,3585.0,08:05,184.0,2,0.004277517325837692,0.08030332490764146,0.001894809825342711,1.1210386965362718,6号线
北蔡,BeiCai,121.552017,31.180131,['13号线'],1,,,,,,2,0.005737973607480092,0.07365792759051186,0.002129303998732546,0.9703950208612617,13号线
华东理工大学,HuaDong LiGong DaXue,121.42899,31.144257,['15号线'],1,,,,,,2,0.058335683561944233,0.08263305322128851,0.001936439889788137,1.3533282061950296,15号线
华夏东路,HuaXia DongLu,121.680972,31.196575,['2号线'],1,21139.0,8042.0,5939.0,07:45,430.0,2,0.0007259282812923372,0.060941419507156556,0.0023706239516859727,2.0071247232606675,2号线
华夏中路,HuaXia ZhongLu,121.583109,31.175759,"['13号线', '16号线']",2,1740.0,619.0,605.0,08:45,48.0,4,0.11454818006105079,0.08363710004050223,0.0036065586950966085,2.5582148556430635,13号线;16号线
华夏西路,HuaXia XiLu,121.514539,31.149878,['6号线'],1,11701.0,4346.0,3100.0,07:35,211.0,2,0.002155700460669212,0.07177615571776155,0.0021281225656863186,0.9502366876551336,6号线
华宁路,HuaNing Lu,121.395255,31.007467,['5号线'],1,10183.0,3749.0,2493.0,07:40,273.0,2,0.00966172218434848,0.04368059227921735,0.002544181645104582,1.4652208032783225,5号线
华鹏路,HuaPeng Lu,121.526567,31.176276,['13号线'],1,,,,,,2,0.008258447816581204,0.07591911764705882,0.002012952624389928,1.4429226389576972,13号线
南京东路,NanJing DongLu,121.484628,31.238101,"['10号线', '2号线']",2,140968.0,38012.0,37528.0,08:45,1166.0,4,0.08766419615587051,0.09660818713450292,0.002757498784095637,1.1442249711989614,10号线;2号线
南京西路,NanJing XiLu,121.459971,31.229853,"['12号线', '13号线', '2号线']",3,100146.0,28900.0,28541.0,08:35,1809.0,6,0.12186324426134297,0.10002421893921046,0.003871910116432018,1.3108956535346576,12号线;13号线;2号线
南大路,NanDaLu,121.380346,31.299263,['15号线'],1,,,,,,2,0.0334931501787085,0.05965621840242669,0.002321417272554609,0.9765654875444598,15号线
南浦大桥,NanPu DaQiao,121.499725,31.208504,['4号线'],1,23490.0,7769.0,6155.0,08:35,391.0,2,0.005589668623423408,0.08480492813141684,0.0018539345011948784,1.509481713992929,4号线
南翔,NanXiang,121.323141,31.296952,['11号线'],1,57048.0,19855.0,16284.0,08:05,1014.0,2,0.06112038364794659,0.0565986021652734,0.002354671891508482,2.4607227725212404,11号线
南陈路,NanChen Lu,121.398419,31.32174,['7号线'],1,10241.0,3920.0,2625.0,07:55,251.0,2,0.009865101464881268,0.05458630716362675,0.0023745082997560962,1.0734348624265293,7号线
博兴路,BoXing Lu,121.586689,31.26352,['6号线'],1,23992.0,8878.0,7141.0,08:20,457.0,2,0.03445770744084833,0.06762731291960046,0.002137319678325832,0.9023598361588971,6号线
友谊西路,YouYi XiLu,121.427953,31.381296,['1号线'],1,10001.0,3615.0,2746.0,07:50,175.0,2,0.004842615012106538,0.0468200884253486,0.002797931038078189,1.2970062565922342,1号线
友谊路,YouYi Lu,121.475924,31.404016,['3号线'],1,14776.0,5045.0,3682.0,07:50,274.0,2,0.00966172218434848,0.04533977385003842,0.0026189682580616764,1.2515806416422752,3号线
双柏路,ShuangBai Lu,121.42175,31.083214,['15号线'],1,,,,,,2,0.014457321516725827,0.06382321125019318,0.0024853361252769896,1.6838783609040433,15号线
双江路,ShuangJiang Lu,121.539425,31.353601,['10号线'],1,,,,,,2,0.013820818076244776,0.0500848896434635,0.0023981598311337395,1.9537462148514795,10号线
古浪路,GuLang Lu,121.392217,31.284509,['15号线'],1,,,,,,2,0.04252799663333449,0.06709991876523153,0.0022044226618831647,1.0193681933859131,15号线
台儿庄路,TaiErZhuang Lu,121.597458,31.252825,['9号线'],1,,,,,,2,0.032781122980704534,0.07476466328747285,0.0020872950413776577,1.930353930305192,9号线
合川路,HeChuan Lu,121.384772,31.166542,['9号线'],1,48699.0,18971.0,16308.0,08:25,1014.0,2,0.010893750524630411,0.07934678194044188,0.0021133315250597873,1.5477183720377545,9号线
同济大学,TongJi DaXue,121.506357,31.282086,['10号线'],1,26698.0,8862.0,7506.0,08:20,474.0,2,0.037053964479827,0.07450838895904745,0.0019325137014107794,0.8987046037827574,10号线
后滩,HouTan,121.473756,31.171918,['7号线'],1,5401.0,2247.0,1650.0,08:40,167.0,2,0.02478750751326991,0.0855958549222798,0.0016795657025926178,1.7353476284622174,7号线
向城路,XiangCheng Lu,121.53208,31.222285,['4号线'],1,,,,,,2,0.012647544770475855,0.08815368196371398,0.0017610934895721092,1.0511981894881341,4号线
吴中路,WuZhongLu,121.413905,31.184345,['15号线'],1,,,,,,2,0.00656119499475009,0.08099627377917239,0.0019338828444674062,1.1032077395073432,15号线
周浦,ZhouPu,121.567613,31.114129,['18号线'],1,,,,,,2,0.023977996661886738,0.06624959897337183,0.0022750573582512594,1.7766820893360955,18号线
周浦东,Zhou PuDong,121.606895,31.110038,['16号线'],1,21952.0,7533.0,6298.0,08:40,421.0,2,0.042737252873833426,0.07325292656970557,0.002123659647489434,4.294803694057407,16号线
呼兰路,HuLan Lu,121.437711,31.339703,['1号线'],1,22701.0,8984.0,5972.0,07:50,398.0,2,0.019229413009238583,0.05436356456495985,0.0024736280087939385,1.3826460924937465,1号线
唐镇,TangZhen,121.656269,31.214107,['2号线'],1,33742.0,14036.0,9849.0,08:00,853.0,2,0.005768023207290871,0.06621773288439955,0.0023438138353636256,2.5117662440090536,2号线
商城路,ShangCheng Lu,121.516275,31.230258,['9号线'],1,61401.0,20764.0,18930.0,08:45,1478.0,2,0.033325244416661404,0.09129089301503095,0.0017671892749318873,1.6572852867581092,9号线
嘉善路,JiaShan Lu,121.460704,31.20282,"['12号线', '9号线']",2,46474.0,14135.0,13586.0,08:45,790.0,4,0.039234822057562915,0.09455128205128205,0.0027840310109448247,1.076689115944439,12号线;9号线
嘉定北,JiaDing Bei,121.23735,31.391549,['11号线'],1,31695.0,10296.0,7767.0,08:00,515.0,1,0.0,0.0425904919047128,0.0015056012785092596,1.8415291325827627,11号线
嘉定新城,JiaDingXinCheng,121.254294,31.330062,['11号线'],1,25907.0,9217.0,7062.0,07:40,503.0,3,0.04761512964573685,0.04877760718081965,0.0033976619557111675,2.3419239452285043,11号线
嘉定西,Jia DingXi,121.227855,31.377107,['11号线'],1,18090.0,5713.0,5259.0,07:25,340.0,2,0.004842615012106538,0.04448034464189553,0.0026932826723930292,2.871522818539183,11号线
嘉怡路,JiaYi Lu,121.345697,31.259195,['14号线'],1,,,,,,2,0.014457321516725827,0.05955299206921413,0.0024655290451862473,1.5459414228794024,14号线
嘉松中路,JiaSong ZhongLu,121.223916,31.164099,['17号线'],1,,,,,,2,0.03808270058064365,0.05627469682518054,0.002405760672587676,2.5699633949734624,17号线
四川北路,SiChuan BeiLu,121.484208,31.252035,['10号线'],1,39091.0,13829.0,11937.0,08:25,865.0,2,0.0042405967551128465,0.08796592119275826,0.0017317667804469118,0.9226784210885799,10号线
四平路,SiPing Lu,121.501488,31.27488,"['10号线', '8号线']",2,30521.0,10392.0,8248.0,08:40,521.0,4,0.05211276305028197,0.07963748553798689,0.0035805386721042927,0.9299175929055907,10号线;8号线
国家会展中心(17号线),GuoJia HuiZhan ZhongXin (17 Hao Xian),121.29304,31.191678,['17号线'],1,,,,,,2,0.05655986271421519,0.07161435755158661,0.002251122810750231,1.985614296058663,17号线
国家会展中心(2号线),GuoJia HuiZhan ZhongXin (2 Hao Xian),121.299204,31.188367,['2号线'],1,,,,,,2,0.004842615012106538,0.07134220072551391,0.0024596656783958093,1.7228095381379809,2号线
国帆路,GuoFan Lu,121.513168,31.339548,['10号线'],1,,,,,,2,0.01797191079900115,0.052324844799189155,0.002397159596772701,2.1530405238892074,10号线
国权路,GuoQuan Lu,121.510024,31.289276,"['10号线', '18号线']",2,25177.0,8937.0,7201.0,08:25,462.0,4,0.07319098794718037,0.07355298308103295,0.003813874242801655,1.0103626945419075,10号线;18号线
国际客运中心,GuoJi KeYun ZhongXin,121.498158,31.25016,['12号线'],1,20733.0,7986.0,6621.0,08:45,505.0,2,0.01686644057269739,0.08645593468704207,0.0018049013005172335,1.282565066788229,12号线
场中路,ChangZhong Lu,121.413458,31.303682,['7号线'],1,24041.0,8360.0,6304.0,07:55,425.0,2,0.018447422002113783,0.06036246711487869,0.0023802621247902057,1.2607213767906689,7号线
基隆路,JiLong Lu,121.590411,31.351311,['10号线'],1,,,,,,1,0.0,0.04492060039155971,0.001368487861764921,1.4771747890501052,10号线
塘桥,TangQiao,121.51869,31.209762,['4号线'],1,43821.0,14471.0,11375.0,08:40,851.0,2,0.004743628929502944,0.0836709886547812,0.0018896892279168726,1.342549628971689,4号线
复兴岛,FuXingDao,121.561315,31.280779,['12号线'],1,2404.0,764.0,514.0,16:45,80.0,2,0.020391561654207028,0.06469298245614036,0.0022409066147660475,1.266953121219841,12号线
复旦大学,FuDanDaXue,121.499529,31.296349,['18号线'],1,,,,,,2,0.024963285373078646,0.06883333333333333,0.002103928293385905,1.2826110183499888,18号线
外环路,WaiHuan Lu,121.39302,31.120899,['1号线'],1,26394.0,9749.0,7504.0,08:10,455.0,2,0.08798984461317849,0.06921401039048097,0.0022796080171862583,1.3813102386166078,1号线
外高桥保税区北,WaiGaoQiao BaoShuiQu Bei,121.586926,31.347802,['6号线'],1,10321.0,3444.0,2463.0,08:30,159.0,2,0.008570220663388105,0.04749310027598896,0.0023806537361312115,1.4086514832713781,6号线
外高桥保税区南,WaiGaoQiao BaoShuiQu Nan,121.601963,31.321578,['6号线'],1,11537.0,4596.0,3272.0,08:40,327.0,2,0.01629076580364584,0.05163145393174147,0.002370892208582156,1.6470723665196354,6号线
大世界,DaShiJie,121.479182,31.227392,"['14号线', '8号线']",2,53413.0,16561.0,16083.0,08:45,1050.0,4,0.038450308724083074,0.0974056603773585,0.0026033443708384546,0.8083674788299575,14号线;8号线
大华三路,DaHua San Lu,121.422949,31.274047,['7号线'],1,37488.0,12427.0,10811.0,08:05,619.0,2,0.031999691684052714,0.07258347978910369,0.002269139222414313,1.1504394756173357,7号线
大场镇,DaChangZhen,121.416157,31.293259,['7号线'],1,11578.0,4288.0,3258.0,08:10,254.0,2,0.02296484522942674,0.06395168782904924,0.002365036108463502,1.148920727655701,7号线
大木桥路,DaMuQiao Lu,121.463278,31.194057,"['12号线', '4号线']",2,,,,,,4,0.03424442310745235,0.09121024734982332,0.0029075406412191955,1.0934671248516679,12号线;4号线
大柏树,DaBaiShu,121.483216,31.289433,['3号线'],1,38803.0,14201.0,10631.0,08:45,775.0,2,0.03600429731574809,0.07008314949940607,0.002193577978832521,1.357894529933955,3号线
大渡河路,DaDuHe Lu,121.394431,31.231752,"['13号线', '15号线']",2,39108.0,15095.0,11679.0,08:40,771.0,4,0.0667732846849515,0.08654652137468567,0.003401795616941521,1.2562456877074029,13号线;15号线
